recipe_id,title,title_clean,kategori,ingredients_raw,ingredients_clean,ingredients_tfidf,steps_list,steps_count,estimated_time_min,loves,URL
10171,Sambel Tempe / tempe penyet,sambel tempe / tempe penyet,tempe,"['15 cabe', '1 siung bawang putih', '3 bawang merah', '1 tomat', 'Garam', 'Gula', '1 bks tempe']","['cabe', 'bawang putih', 'bawang merah', 'tomat', 'garam', 'gula', 'tempe']",cabe bawang putih bawang merah tomat garam gula tempe,"['1) Semua di goreng (cabe,bawang merah,putih,tomat)\n2) Sampai matang, jgn terlalu gosong,\n3) Diuleg, tambahkan gula, garam\n4) Tempe dipotong2 sesuai selera,\n5) Goreng tempe sampai kecokelatan\n6) Masukkan tempe kedalam sambel yang sudah di uleg, dan penyet penyet lah tempe diatas sambel.']",6,42,6,https://cookpad.com/id/resep/4033566-sambel-tempe-tempe-penyet
10172,Balado tahu tempe,balado tahu tempe,tempe,"['1 bungkus tempe', '1 bungkus tahu', 'Bumbu ::', '5 butir bawang merah', '4 siung bawang putih', '1 batang serai', '5 lembar daun jeruk', '2 cm jahe, geprek', '3 lembar daun salam', 'Secukupnya cabe rawit', 'Secukupnya cabe merah', 'Secukupnya garam', 'Secukupnya gula pasir', 'Secukupnya kaldu bubuk', 'Secukupnya air']","['tempe', 'tahu', 'bumbu', 'bawang merah', 'bawang putih', 'serai', 'daun jeruk', 'jahe', 'daun salam', 'cabe rawit', 'cabe merah', 'garam', 'gula pasir', 'kaldu bubuk', 'air']",tempe tahu bumbu bawang merah bawang putih serai daun jeruk jahe daun salam cabe rawit cabe merah garam gula pasir kaldu bubuk air,"['1) Potong sesuai selera tahu tempe, kemudian goreng setengah matang. Haluskan bumbu kecuali batang serai, daun jeruk, daun salam dan jahe. Tumis bumbu sampai harum.\n2) Masukkan tahu tempe dan tambahkan sedikit air serta kaldu bubuk, garam dan gula, aduk sampai rata. Tunggu beberapa saat atau sekiranya bumbu sudah meresap.']",2,14,6,https://cookpad.com/id/resep/4223742-balado-tahu-tempe
10173,Sambel kering tempe teri kacang,sambel kering tempe teri kacang,tempe,"['1 papan tempe', '1 genggam teri medan', '1 genggam kacang tanah', '100 gr gula merah', '10 buah cabe merah iris', '8 siung bawang merah iris', '4 siung bawang putih iris', '2 cm lengkuas', 'secukupnya Air', 'Minyak untuk menggoreng']","['tempe', 'teri medan', 'kacang tanah', 'gula merah', 'cabe merah', 'bawang merah', 'bawang putih', 'lengkuas', 'air', 'minyak']",tempe teri medan kacang tanah gula merah cabe merah bawang merah bawang putih lengkuas air minyak,"['1) Goreng tempe,teri dan kacang lalu sisihkan\n2) Tumis cabe,bawang merah,bawang putih dan lengkuas tunggu sampai layu\n3) Lalu msukqn sedikit air dan masukan gula merah aduk sampai mengental\n4) Setelah itu matikan kompor dan masukan tempe,teri dan kacang aduk sampai rata\n5) Siap dihidangkan']",5,35,14,https://cookpad.com/id/resep/4231976-sambel-kering-tempe-teri-kacang
10174,Oreg teri dan tempe,oreg teri tempe,tempe,"['1 papan tempe', '1 bungkus teri tawar', 'Sejumput jahe(geprek)', 'Sejumput lengkuas(geprek)', '2 lmbar daun salam', '2 lembar daun jeruk', '1 batang sereh(di geprek)', '1 buah gula merah', 'Penyedap,gula,garam', 'Bumbu halus', '5 buah cabe merah keriting', '5 buah cabe rawit setan', '3 buah bawang merah', '3 buah bawang putih', 'Tomat(selera ya mau pake mau ngga)', 'secukupnya Minyak']","['tempe', 'teri tawar', 'sejumput jahe', 'sejumput lengkuas', 'daun salam', 'daun jeruk', 'serai', 'gula merah', 'penyedap', 'gula', 'garam', 'bumbu', 'cabe merah keriting', 'cabe rawit setan', 'bawang merah', 'bawang putih', 'tomat pake ngga', 'minyak']",tempe teri tawar sejumput jahe sejumput lengkuas daun salam daun jeruk serai gula merah penyedap gula garam bumbu cabe merah keriting cabe rawit setan bawang merah bawang putih tomat pake ngga minyak,"['1) Rebus cabe,duo bawang setelah itu haluskan\n2) Goreng semua tempe yg sudah di potong2,teri tawarnya sampai garing ya,apinya kecil aja takut gosong,angkat,tiriskan.\n3) Tumis bumbu halus sampai harum,tambahkan jahe,lengkuas,daun jeruk,daun salam,sereh,tambahkan air secukupnya\n4) Aduk2 hingga semua bahan tercampur,tambahkan gula merah,sedikit garam,penyedap,cicipi rasa.\n5) Setelah rasa ok,masukan tempe dan teri yg sdh di goreng,aduk aduk hingga bumbu tercampur.\n6) Matikan kompor,angkat,siap disajikan.']",6,42,10,https://cookpad.com/id/resep/4231929-oreg-teri-dan-tempe
10175,Tempe Goreng Tepung Kobe,tempe goreng tepung kobe,tempe,"['1/2 papan Tempe', '10 sdm Tepung Bumbu Coating Mix Kobe', 'Secukupnya Air']","['tempe', 'tepung bumbu coating mix kobe', 'air']",tempe tepung bumbu coating mix kobe air,"['1) Potong2 tempe uk. sedang\n2) Siapkan air dimangkok bwt celupan.\n3) Siapkan Tepung dimangkok bwt dibalurin ketempe.\n4) Celupin tempe ke air stlh itu balurin ke tepung kering.\n5) Diemkan 3-5menit biar tepung meresap ketempe.\n6) Slth itu siapkan minyak goreng, goreng tempenya.\n7) Siap diSajikan.. Yummy...']",7,5,3,https://cookpad.com/id/resep/4227463-tempe-goreng-tepung-kobe
10176,Tempe tauge pedas,tempe tauge pedas,tempe,"['1/2 papan tempe', '1 bks tauge', '4 siung bawang merah', '2 siung bawang putih', '15 biji Cabe rawit', 'Lengkuas', 'Daun salam', 'Gula merah', 'Garam']","['tempe', 'tauge', 'bawang merah', 'bawang putih', 'cabe rawit', 'lengkuas', 'daun salam', 'gula merah', 'garam']",tempe tauge bawang merah bawang putih cabe rawit lengkuas daun salam gula merah garam,['1) Potong tempe ukuran kecil kecil lalu goreng setengah matang\n2) Ulek bawang merah bawang putih dan cabe\n3) Tumis bumbu sampai harum masukan daun salam garam gula merah dan lengkuas yg sudah digeprek sampai harum\n4) Masukan tempe tambahkan air sedikit terakhir masukan tauge'],4,28,4,https://cookpad.com/id/resep/4231558-tempe-tauge-pedas
10177,Sambal Tempe Penyet Super ENAK  💕,sambal tempe penyet super enak,tempe,"['1 papan tempe', '15 Cabe Merah', '10 Cabe Rawit', '5 siung bawang merah', '3 siung bawang putih', '2 tomat buah', 'secukupnya Garam', 'secukupnya Gula']","['tempe', 'cabe merah', 'cabe rawit', 'bawang merah', 'bawang putih', 'tomat', 'garam', 'gula']",tempe cabe merah cabe rawit bawang merah bawang putih tomat garam gula,"['1) Goreng cabai, bawang dg minyak sampai agak layu\n2) Ulek cabai sampai agak halus lalu masukkan bawamg dan tomat lalu ulek kembali\n3) Test rasa tambah gula dan garam secukupnya']",3,21,8,https://cookpad.com/id/resep/4231409-sambal-tempe-penyet-super-enak-%F0%9F%92%95
10178,Tempe Orek Kering,tempe orek kering,tempe,"['1/2 papan tempe yg panjang (sy beli di pasar panjang banget)', '1 sdm asam jawa, dilarutkan air panas', '1 butir gula jawa', '1 sdt garam', '1 sdt penyedap jamur', '2 bh cabai merah dipotong kecil2', 'Bumbu halus :', '6 siung bawang merah kecil', '3 siung bawang putih']","['tempe panjang panjang banget', 'asam jawa', 'dilarutkan air panas', 'gula jawa', 'garam', 'penyedap jamur', 'cabai merah dipotong', 'bumbu', 'bawang merah', 'bawang putih']",tempe panjang panjang banget asam jawa dilarutkan air panas gula jawa garam penyedap jamur cabai merah dipotong bumbu bawang merah bawang putih,"['1) Potong tempe kecil2 kemudian goreng sampai agak kering kemudian angkat. Sisihkan\n2) Tumis bumbu halus dan cabai merah, tambahkan garam dan penyedap. Aduk sampai wangi dan matang kemudian tambahkan air sedikit dan masukan larutan asam jawa, aduk2 sebentar.\n3) Tambahkan gula jawa, aduk sampai gula jawa mencair dan mengental. Matikan kompor\n4) Masukkan tempe yg suda digoreng kemudian aduk rata. Sajikan tempe orek kering. Sedaapp']",4,28,6,https://cookpad.com/id/resep/4231317-tempe-orek-kering
10179,Tumis tempe simple,tumis tempe simple,tempe,"['1 papan tempe, potong memanjang, goreng 1/2 kering, sisihkan', '3 bh kacang panjang, potong²', '1 buah wortel potong korek api', 'Bumbu :', '2 cabe hijau (iris serong)', '1 cabe merah besar (iris serong)', '3 lbr daun jeruk iris tipis²', '2 siung bawang putih (iris tipis)', '4 siung bawang merah, iris', '1 sdm kecap asin', '2 sdm saus tiram', 'secukupnya Garam, gula', 'Minyak untuk menumis']","['tempe', 'memanjang', 'kering', 'sisihkan', 'kacang panjang', 'wortel korek api', 'bumbu', 'cabe hijau serong', 'cabe merah serong', 'daun jeruk tipis', 'bawang putih tipis', 'bawang merah', 'kecap asin', 'saus tiram', 'garam', 'gula', 'minyak menumis']",tempe memanjang kering sisihkan kacang panjang wortel korek api bumbu cabe hijau serong cabe merah serong daun jeruk tipis bawang putih tipis bawang merah kecap asin saus tiram garam gula minyak menumis,"['1) Tumis duo bawang sampe wangi, masukan cabe2 dan irisan daun jeruk\n2) Masukan wortel, lalu tambahkan air 200 ml, tunggu sampe wortel matang\n3) Lalu masukan tempe dan kacang panjang, tuang kecap asin dan saus tiram.\n4) Tambahkan garam, gula. Tes rasa. Angkat. Sajikan\n5) Catatan : ini sengaja dibikin g pedes. Soalnya saya masak sekalian buat baby juga (16 mo)\n6) Kalau mau pedes bisa ditambahkan cabe rawit.']",6,42,2,https://cookpad.com/id/resep/4231131-tumis-tempe-simple
10180,Rebus Tempe Semangit,rebus tempe semangit,tempe,"['1 bungkus tempe', '3 siung bawang merah', '2 siung bawang putih', '2 Buah cabe hijau besar', '15 buah cabe rawit', '1 lembar daun salam', '1/2 cm laos', '1 sdm minyak goreng', '1 sdt garam', '1 bungkus kaldu bubuk rasa ayam', '300 ml air', 'Daun bawang']","['tempe', 'bawang merah', 'bawang putih', 'cabe hijau', 'cabe rawit', 'daun salam', 'laos', 'minyak', 'garam', 'kaldu bubuk ayam', 'air', 'daun bawang']",tempe bawang merah bawang putih cabe hijau cabe rawit daun salam laos minyak garam kaldu bubuk ayam air daun bawang,"['1) Potong-potong tempe, susun di dalam wajan/kuali.\n2) Iris bawang merah + bawang putih + cabe letakkan diatas tempe. Tambahkan daun salam, laos, garam dan kaldu bubuk. Kemudian masukkan air.\n3) Masak dengan api kecil hingga mendidih dan matang. Cicipi dan koreksi rasa. Tambahkan minyak goreng dan taburkan irisan daun bawang.\n4) Rebus tempe semangit siap disajikan.']",4,28,1,https://cookpad.com/id/resep/4230802-rebus-tempe-semangit
10181,Sambal terong campur teri dan tempe,sambal terong campur teri tempe,tempe,"['3 buah terong ungu ukuran sedang', '20 biji cabe rawit', '10 biji cabe merah kriting', '2 siung bawang putih', '1 buah bawang merah ukuran besar, iris tipis', '1/2 ons Teri medan', 'Tempe ukuran 2rb saya pake separonya', 'sesuai selera Micin,', '1 sendok makan gula pasir']","['terong ungu', 'cabe rawit', 'cabe merah kriting', 'bawang putih', 'bawang merah', 'tipis', 'teri medan', 'tempe pake separonya', 'micin', 'gula pasir']",terong ungu cabe rawit cabe merah kriting bawang putih bawang merah tipis teri medan tempe pake separonya micin gula pasir,"['1) Potong-potong terong rendam di air lalu tiriskan\n2) Potong dadu tempe\n3) Panaskan minyak goreng tempe sampai coklat, goreng teri medan hingga garing lalu goreng juga terong sampai coklat,sisihkan\n4) Ulek cabe rawit dan cabe merah kriting, bawang putih, gula pasir, saya tidak memakai garam soalnya teri medan sudah asin\n5) Tumis bawang me4ah yang sudah di iris, masukkan bumbu yang sudah di ulek, tambahkan micin beri air sedikit agar bumbu tercampur\n6) Masukkan terong, teri, dan tempe\n7) Masak sebentar, cek rasa, sajikan']",7,49,2,https://cookpad.com/id/resep/4230691-sambal-terong-campur-teri-dan-tempe
10182,Tempe goreng tepung,tempe goreng tepung,tempe,"['1 buah tempe', 'Bahan tepung :', '4 sdm tepung terigu', '2 sdm tepung perancis', '1 bungkus tepung sajiku serbaguna', '1/2 sdm cabe giling halus', 'secukupnya Air']","['tempe', 'tepung', 'tepung terigu', 'tepung perancis', 'tepung sajiku', 'cabe giling', 'air']",tempe tepung tepung terigu tepung perancis tepung sajiku cabe giling air,"['1) Iris tempe\n2) Campurkan semua bumbu, aduk dengan sedikit air sampai konsistensi sedikit kental\n3) Balurkan tempe ke dalam tepung\n4) Goreng dengan api sedang sampai berwarna keemasan']",4,28,2,https://cookpad.com/id/resep/4230727-tempe-goreng-tepung
10183,Sambal kubis/kol&tempe,sambal kubis/kol & tempe,tempe,"['5 lembar kubis/kol(goreng)', '1/2 papan tempe(goreng)', 'bahan sambal:', '4 siung bawang putih(goreng)', '3 buah bawang merah(goreng)', '15 buah cabai rawit(goreng)', '1 sdt terasi (bakar)', '1/2 sdm garam', '1 sdm gula merah', '1/2 sdm kaldu bubuk']","['kubis kol', 'tempe', 'sambal', 'bawang putih', 'bawang merah', 'cabai rawit', 'terasi', 'garam', 'gula merah', 'kaldu bubuk']",kubis kol tempe sambal bawang putih bawang merah cabai rawit terasi garam gula merah kaldu bubuk,"['1) Potong2 tempe lalu rendam dg air garam,diamkan selama 10 menit.lalu goreng dan sisihkan.\n2) Iris2 memanjang kubis,lalu goreng sampai berubah warna kecoklatan.dan sisihkan.\n3) Goreng bawang merah,bawang putih dan cabe,lalu haluskan bersama dengan terasi,tambahkan garam dan gula merah,dan kaldu bubuk.tes rasa jika sudah pas,campur kubis dan tempe goreng sambil di penyet2.aduk rata,sampai bumbu benar2 tercampur rata dg tempe dan kubisnya.\n4) Nikmati dg nasi hangat...Alhamdulillah nikmat']",4,10,35,https://cookpad.com/id/resep/4230189-sambal-kubiskoltempe
10184,"Oseng Tahu Tempe, PedasManis 😉",oseng tahu tempe pedasmanis,tempe,"['1/2 Papan Tempe (potong dadu)', '3 bh Tahu Putih (potong dadu)', '5 Cabai Setan (iris)', '2 Bawang Merah (iris)', '1 Bawang Putih (iris)', '1 lembar daun Salam (sobek dikit *bisa skip)', '1 lembar daun Jeruk (sobek dikit, *bisa skip)', '1 ruas Lengkuas (geprek, *bisa skip, sy lg g pake)', 'Penyedap Rasa', 'Garam', 'Gula Pasir', 'Kecap', 'Secukupnya Minyak Goreng']","['tempe dadu', 'tahu putih dadu', 'cabai setan', 'bawang merah', 'bawang putih', 'daun salam sobek dikit', 'daun jeruk sobek dikit', 'lengkuas', 'lg pake', 'penyedap', 'garam', 'gula pasir', 'kecap', 'minyak']",tempe dadu tahu putih dadu cabai setan bawang merah bawang putih daun salam sobek dikit daun jeruk sobek dikit lengkuas lg pake penyedap garam gula pasir kecap minyak,"['1) Goreng Tahu.Tempe setengah matang\n2) Panaskan Minyak, masukan Cabai. Bawang merah. Bawang putih. Daun Salam. Daun Jeruk. (Lengkuas, kalo pake). Tumis sampe wangi, masukan Tahu Tempe yg sdh dgoreng setengah mateng tadi, aduk rata, tambahkan Kecap. Penyedap Rasa. Garam dan Gula pasir, Aduk rata, Check Rasa bila sdh Pas. Sajikannnnn dg Sayur Bayam\n3) Selamat Mencoba. Happy Cooking Bundaaa']",3,21,3,https://cookpad.com/id/resep/4230006-oseng-tahu-tempe-pedasmanis-%F0%9F%98%89
10185,Tempe bawang cabai garam,tempe bawang cabai garam,tempe,"['1 papan tempe', 'Tepung bumbu serbaguna', '8 siung bawang putih (cincang halus)', '8 buah cabai rawit (cincang halus) sesuai selera yaa', 'Daun bawang', 'Sejumput garam', '5 sdm minyak goreng']","['tempe', 'tepung bumbu', 'bawang putih', 'cabai rawit', 'daun bawang', 'sejumput garam', 'minyak']",tempe tepung bumbu bawang putih cabai rawit daun bawang sejumput garam minyak,"['1) Goreng tempe dg tepung bumbu, sisihkan\n2) Tumis bawang putih dg api kecil hingga coklat muda dan agak krispi (awas cepet hangus)\n3) Masukkan cabai, daun bawang, dan sejumput garam\n4) Masukkan tempe. Aduk2 sebentar asal rata.. Siap disajikan deh..']",4,28,0,https://cookpad.com/id/resep/4230023-tempe-bawang-cabai-garam
10186,Soun tempe kecap,soun tempe kecap,tempe,"['1 bungkus soun', '1/3 papan tempe', '3 bawang merah', '1 bawang putih', '2 cabe setan', '2 cabe merah', '2-3 sdm kecap manis', 'secukupnya garam kaldu']","['soun', 'tempe', 'bawang merah', 'bawang putih', 'cabe setan', 'cabe merah', 'kecap manis', 'garam kaldu']",soun tempe bawang merah bawang putih cabe setan cabe merah kecap manis garam kaldu,"['1) Rendam soun dg air hangat (jangan panas nanti hancur/klo air dingin agak lama) cukup smp agak lembek, buang air lalu potong2\n2) Iris semua bahan dan juga potong dadu tempe\n3) Tumis bumbu smp harum lalu masukan tempe kecap garam dan kaldu kemudian tambah sedikit air\n4) Tunggu meresap dan jika air tinggal sangat sedikit baru masukan soun\n5) Aduk rata jangan lupa koreksi rasa dan sajikan']",5,35,5,https://cookpad.com/id/resep/4230054-soun-tempe-kecap
10187,Orek tempe kering,orek tempe kering,tempe,"['1 papan tempe', '5 biji cabai merah besar', '6-8 siung bawang merah', '4 siung bawang putih', '1 ruas jari asam kandis', '2 lembar daun salam', '5 lembar daun jeruk', '4 sdm kecap manis', '3 sdm gula pasir', '1,5 sdt garam', '1 sdt kaldu jamur']","['tempe', 'cabai merah', 'bawang merah', 'bawang putih', 'asam kandis', 'daun salam', 'daun jeruk', 'kecap manis', 'gula pasir', 'garam', 'kaldu jamur']",tempe cabai merah bawang merah bawang putih asam kandis daun salam daun jeruk kecap manis gula pasir garam kaldu jamur,"['1) Potong² tempe menyerupai korek api jgn terlalu tebal ya tipis² aja\n2) Goreng tempe sampai golden brown dan terasa ringan saat di aduk². dinginkan\n3) Haluskan bawang merah,bawang putih,asam kandis\n4) Siapkan wajan beri sedikit minyak tumis bumbu halus, tambahkan gula,garam,kaldu jamur,kecap manis,daun salam,daun jeruk, dan sedikit air (airnya dikit aja ya) Test rasa\n5) Masukkan tempe yang sudah di goreng, aduk² terus sampai tercampur rata. Matikan api diamkan sampai dingin, masukkan ke dalam toples kedap udara']",5,35,32,https://cookpad.com/id/resep/3733387-orek-tempe-kering
10188,Si manis tahu dan tempe bacem,si manis tahu tempe bacem,tempe,"['1 buah tahu', '2 buah tempe', 'bumbu halus :', '10 bawang merah', '5 bawang putih', '3 sdm ketumbar', 'secukupnya garam', 'secukupnya gula', 'lada secukupnyagula merah', '1/2 gula merah yg sigaran', 'kecap manis untuk warna biar coklat', '4 lembar salam', '1 sereh', '4 cm lengkuas', 'secukupnya air']","['tahu', 'tempe', 'bumbu', 'bawang merah', 'bawang putih', 'ketumbar', 'garam', 'gula', 'lada gula merah', 'gula merah sigaran', 'kecap manis warna biar coklat', 'salam', 'serai', 'lengkuas', 'air']",tahu tempe bumbu bawang merah bawang putih ketumbar garam gula lada gula merah gula merah sigaran kecap manis warna biar coklat salam serai lengkuas air,['1) Pertama potong tahu dan tempe (jangan terlalu tipis cz nanti akan mudah hancur)\n2) Siapkan bumbu bumbu yg akan dihaluskan...\n3) Ambil panci dan beri air. Tunggu sampai air mendidih\n4) Campurkan semua bumbu2 kedalam air rebus tersebut..\n5) Tunggu sampai dirasa berbau harum\n6) Setelaah itu masukan tahu dan tempe kedalam panci.\n7) Tunggu smpai air dan bumbu2 meresap sampai air mulai agak habis. Kurang lebih dr 1jam an\n8) Dirasa bumbu2 sudah meresap. Bisa di matikan kompornya. Apabila warna kurang menarik bisa ditambahkan dengan kecap.\n9) Setelah itu bisa langsung siap untuk digoreng'],9,60,20,https://cookpad.com/id/resep/4229876-si-manis-tahu-dan-tempe-bacem
10189,Oseng Tempe Tahu Bakso,oseng tempe tahu bakso,tempe,"['1/2 potong Tempe', '2 potong Tahu', '3 buah Bakso', '2 Bawang Merah', '1 Bawang Putih', '3 Cabe Rawit', '1 Cabe Merah', 'Kecap', 'Gula Merah', 'Garam', 'Masako']","['tempe', 'tahu', 'bakso', 'bawang merah', 'bawang putih', 'cabe rawit', 'cabe merah', 'kecap', 'gula merah', 'garam', 'masako']",tempe tahu bakso bawang merah bawang putih cabe rawit cabe merah kecap gula merah garam masako,"['1) Potong potong tempe, tahu dan bakso.\n2) Siapkan minyak panas untuk menggoreng terlebih dahuku tempe dan tahu. jangan terlalu kering lalu tiriskan.\n3) Siapkan bumbu, iris bawang merah, bawang putih, cabe rawit, cabe merah dan gula merah potong sedikit.\n4) Siapkan minyak sedikit saja untuk menumis.\n5) Masukan bumbu yang sudah diiris. Tunggu sampai harum, masukan masako secukupnya, garam secukupnya dan kemudian masukan bakso.\n6) Setelah itu masukan tempe dan tahu. Lalu aduk rata. masukan kecap secukupnya dan aduk rata.\n7) Tuangkan sedikit air. Lalu masukan gula merah sedikit saja. aduk rata tunggu hingga matang.\n8) Oseng tempe tahu bakso siap di sajikan! pakai kerupuk sama telor ceplok lebih nikmat']",8,56,4,https://cookpad.com/id/resep/4229966-oseng-tempe-tahu-bakso
10190,Orek Tempe (Emak Roisyah),orek tempe ( emak roisyah ),tempe,"['1 Buah Tempe', '2 Siung Bawang Putih', '3 Siung Bawang Merah', '1/2 sdm Lada', '2 Sacet Kecap Bangau', 'Secukupnya Garam', 'Secukupnya Sasa']","['tempe', 'bawang putih', 'bawang merah', 'lada', 'sacet kecap bangau', 'garam', 'sasa']",tempe bawang putih bawang merah lada sacet kecap bangau garam sasa,"['1) Potong tempe kecil-kecil /dadu (sesuai/selera)\n2) Goreng tempe hingga kecoklatan (jngn terlalu matang /gosong yaa...)\n3) Selagi menggoreng tempe, Haluskan bumbu (bawang putih, bawang merah, lada, sedikit garam,sedikit sasa)\n4) Tumis bumbu yg sudah dihaluskan hingga harum (gunakan api kecil)\n5) Masukan tempe yang telah digoreng, aduk hingga merata, kemudian tuangkan kecap aduk hingga merata\n6) Aduk hingga merata (jangan terlalu lama max 5 menit aja)\n7) Orek tempe siap disajikan']",7,5,5,https://cookpad.com/id/resep/4219647-orek-tempe-emak-roisyah
