recipe_id,title,title_clean,kategori,ingredients_raw,ingredients_clean,ingredients_tfidf,steps_list,steps_count,estimated_time_min,loves,URL
3853,Kambing Rica-Rica (tanpa bau plengus kambing),kambing rica rica ( bau plengus kambing ),kambing,"['500 gr daging kambing paha', 'bumbu d tumbuk kasar', '5 siung bawang merah', '5 siung bawang putih', '25 cabe merah kriting', 'bumbu', '10 cabe rawit d biarkan utuh', '1 ruas jari jahe d keprek', '1 batang serei d keprek', '1 / sdt garam', '4 sdm minyak goreng', '700 cc air untuk merebus daging', 'bila suka vitsin']","['daging kambing paha', 'bumbu tumbuk', 'bawang merah', 'bawang putih', 'cabe merah kriting', 'bumbu', 'cabe rawit biarkan utuh', 'jahe keprek', 'serei keprek', 'garam', 'minyak', 'air merebus daging', 'suka vitsin']",daging kambing paha bumbu tumbuk bawang merah bawang putih cabe merah kriting bumbu cabe rawit biarkan utuh jahe keprek serei keprek garam minyak air merebus daging suka vitsin,['1) Cuci bersih daging kambing kemudian rebus dengan api kecil lebih kurang 30 menit\n2) Di tempat terpisah panaskan minyak tumis semua bumbu\n3) Setelah itu masukkan daging yang sudah d rebus beserta air sisa rebusan\n4) Masak kembali sampai air menyusut sekitar 20 menit dengan api kecil\n5) Angkat dan siap d sajikan\n6) Selamat mencoba masakan kambing rica-rica'],6,50,42,https://cookpad.com/id/resep/3063723-kambing-rica-rica-tanpa-bau-plengus-kambing
3854,Oseng tumis kambing kecap,oseng tumis kambing kecap,kambing,"['200 gr daging kambing', '1 buah cabe besar', '5 bawang merah', '3 bawang putih', '1 btg serai', '1 lbr daun salam', '2 lbr daun jeruk', '1/2 sdt garam', '4 sdm kecap manis', 'bawang goreng sudah jadi', 'minyak goreng', '200 gr daging kambing', '1 buah cabe besar', '5 bawang merah', '3 bawang putih', '1 btg serai', '1 lbr daun salam', '2 lbr daun jeruk', '1/2 sdt garam', '4 sdm kecap manis', 'bawang goreng sudah jadi', 'minyak goreng']","['daging kambing', 'cabe', 'bawang merah', 'bawang putih', 'serai', 'daun salam', 'daun jeruk', 'garam', 'kecap manis', 'bawang', 'minyak', 'daging kambing', 'cabe', 'bawang merah', 'bawang putih', 'serai', 'daun salam', 'daun jeruk', 'garam', 'kecap manis', 'bawang', 'minyak']",daging kambing cabe bawang merah bawang putih serai daun salam daun jeruk garam kecap manis bawang minyak daging kambing cabe bawang merah bawang putih serai daun salam daun jeruk garam kecap manis bawang minyak,['1) Cuci da. Potobg daging sesuka anda\n2) Rebus daging kurang lebih sejam agar empuk\n3) Haluskan bawang merah dan putih\n4) Iris cabe besar\n5) Tumis bumbu halus masukan irisan cabe juga serai daun salam dan daun jeruk tumis hingga harum\n6) Masukan daging aduk tambahkan 1/2 sdt garam dan 4 sdm kecap manis aduk rata\n7) Angkat sajikan taburi bawang goreng ^^v\n8) Rebus daging kurang lebih sejam agar empuk\n9) Haluskan bawang merah dan putih\n10) Iris cabe besar\n11) Tumis bumbu halus masukan irisan cabe juga serai daun salam dan daun jeruk tumis hingga harum\n12) Masukan daging aduk tambahkan 1/2 sdt garam dan 4 sdm kecap manis aduk rata\n13) Angkat sajikan taburi bawang goreng ^^v'],13,91,14,https://cookpad.com/id/resep/3061619-oseng-tumis-kambing-kecap
3855,Sate Kambing Ala Rumahan,sate kambing ala rumahan,kambing,"['1 kg daging kambing (potong dadu)', '5 bawang putih yang sudah di haluskan tambah sejumput garam', '1 sdm nanas yg sudah di halus', '1/2 sdm merica', 'bumbu gule instan/yang sudah siap masak', '3 sdm kecap manis', '3 sdm mentega', 'tusuk sate secukupnya', '""bahan lalap""', 'cabe rawit (sesuai selera)', '2 ikat selada', '5 bawang merah', '3 buah tomat', '2 jeruk nipis']","['daging kambing dadu', 'bawang putih sejumput garam', 'nanas', 'merica', 'bumbu gule instan masak', 'kecap manis', 'mentega', 'sate', 'lalap', 'cabe rawit', 'selada', 'bawang merah', 'tomat', 'jeruk nipis']",daging kambing dadu bawang putih sejumput garam nanas merica bumbu gule instan masak kecap manis mentega sate lalap cabe rawit selada bawang merah tomat jeruk nipis,"['1) Jgn lpa cuci tangan, pastikan semua bahan sudah di cuci bersih.\n2) Caampurkan nanas halus dengan bawang putih merica dan bumbu gule, balurkan ke daging kambing jgn di rendam terlalu lama.\n3) Bakar daging dengan mentega, lalu olesi dengan kecap manis bakar lagi sampai matang tiriskan.\n4) Bahan lalap siap di racik, taburkan ke sate yg akan di sajikan.\n5) Semoga bermanfaat mommy/ukhti']",5,35,12,https://cookpad.com/id/resep/3060293-sate-kambing-ala-rumahan
3856,Tongseng kambing goreng,tongseng kambing goreng,kambing,"['300 gram daging kambing dengan tulang', '10 butir cabe rawit', '5 siung bawang merah', '2 siung bawang putih', 'secukupnya minyak goreng', 'secukupnya garam', 'Secukupnya kecap manis bango']","['daging kambing tulang', 'cabe rawit', 'bawang merah', 'bawang putih', 'minyak', 'garam', 'kecap manis bango']",daging kambing tulang cabe rawit bawang merah bawang putih minyak garam kecap manis bango,"['1) Rebus daging (saya pake presto) 15 menit.\n2) Ulek semua bumbu cabe rawit, bawang merah dan putih sampe halus\n3) Siapkan minyak goreng untuk menumis bumbu ulek (saya pake minyak agak banyak agar hasil masakan oily gitu)\n4) Tumis bumbu sampai harum, tambahkan air sedikit, masukan daging. masukan kecap. masak sampai air surut dan terlihat minyak minyak menyatu dengan bumbu\n5) Angkat. simpan dipiring saji.']",5,15,64,https://cookpad.com/id/resep/3053244-tongseng-kambing-goreng
3857,Kambing kekinian,kambing kekinian,kambing,"['1 kg daging kambing', '3 siung bawang merah', '3 siung bawang putih', 'secukupnya kecap manis', '5 biji cabe rawit', '2 sendok minyak', '2 gelas air', '1 sendok teh garam']","['daging kambing', 'bawang merah', 'bawang putih', 'kecap manis', 'cabe rawit', 'minyak', 'air', 'garam']",daging kambing bawang merah bawang putih kecap manis cabe rawit minyak air garam,['1) Haluskan bawang merah bawang putih\n2) Panakan minyak tumis bumbu halus masukan kambing dan air\n3) Lalu masukan kecap biarkan hingga air meresap habis lalu sajikan'],3,21,12,https://cookpad.com/id/resep/3040614-kambing-kekinian
3858,Sate ati kambing,sate ati kambing,kambing,"['secukupnya ati kambing', 'sedikit garam', '🌶sambel kecap:', 'cabe rawit', 'bawang merah', 'tomat', 'kecap manis']","['ati kambing', 'garam', 'sambel kecap', 'cabe rawit', 'bawang merah', 'tomat', 'kecap manis']",ati kambing garam sambel kecap cabe rawit bawang merah tomat kecap manis,"['1) Potong dadu ati kambing,tusuk2,beri sedikit garam lalu bakar di bara api hingga matang.\n2) Sambel kecap:potong2 cabe,bawang merah dan tomat.tambahkan kecap manis\n3) Sajikan sate dengan sambel kecap']",3,21,8,https://cookpad.com/id/resep/3034040-sate-ati-kambing
3859,Krengseng Kepala Kambing Lombok Ijo,krengseng kepala kambing lombok ijo,kambing,"['1 kepala kambing, rebus sampai empuk', '8 siung bawang putih', '15 siung bawang merah', '150 gram lombok ijo, iris kasar', '2 batang serai, memarkan', '3 ruas laos, memarkan', '2 ruas jahe, memarkan', '2 sdm kecap manis', '1.5 sdm garam', '1 sdm gula pasir', '100 ml air', '2 sdm minyak goreng']","['kepala kambing', 'empuk', 'bawang putih', 'bawang merah', 'lombok ijo', 'serai', 'laos', 'jahe', 'kecap manis', 'garam', 'gula pasir', 'air', 'minyak']",kepala kambing empuk bawang putih bawang merah lombok ijo serai laos jahe kecap manis garam gula pasir air minyak,"['1) Siapkan bahan-bahannya :Pisahkan daging kambing yang direbus dari tulangnya, dan potong-potong, sisihkan. Bumbu yang diiris dan dimerarkan\n2) Tuang minyak ke wajan, tunggu sampai panas untuk menumis bumbu yang telah diiris-iris (bawang putih, bawang merah, lombok ijo) sampai harum\n3) Masukkan jahe, laos, serai aduk sebentar tuang air dan masukkan daging kepala kambing\n4) Masukkan kecap, garam dan gula, aduk2 sampai tercampur rata (incip untuk test rasanya :-))\n5) Angkat dan sajikan']",5,35,23,https://cookpad.com/id/resep/3005908-krengseng-kepala-kambing-lombok-ijo
3860,Sate Kambing Bumbu Kacang,sate kambing bumbu kacang,kambing,"['1/4 kg daging kambing', '1 Buah Jeruk Nipis', 'Tusuk Sate', 'Secukupnya Kecap Manis', 'Bumbu :', '1 ons Kacang Tanah', '1 Siung Bawang Putih', '1 Buah Kemiri', '2 Siung Bawang Merah', '1/2 sdt Merica', '1/2 sdt Garam', '1 sdt Gula Pasir', '3 sdm kecap manis', 'sedikit Penyedap Rasa']","['daging kambing', 'jeruk nipis', 'sate', 'kecap manis', 'bumbu', 'kacang tanah', 'bawang putih', 'kemiri', 'bawang merah', 'merica', 'garam', 'gula pasir', 'kecap manis', 'penyedap']",daging kambing jeruk nipis sate kecap manis bumbu kacang tanah bawang putih kemiri bawang merah merica garam gula pasir kecap manis penyedap,"['1) Potong-potong Daging sesuai selera.\n2) Berikan perasaan setengah jeruk nipis pada daging dan remas-remas sampai merata.\n3) Tusuk daging sebanyak 4 potong per tusuk atau sesuai selera.\n4) Bakar sate sambil diolesi dengan kecap manis sampai matang.\n5) Goreng Kacang tanah terlebih dahulu.\n6) Kemudian goreng Bawang putih, bawang merah.\n7) Blender /Uleg kacang, bawang putih, bawang merah, kemiri, merica, garam dan tambahkan 1 gelas air.\n8) Panaskan sedikit minyak kemudian masukkan bumbu yang sudah diuleg/diblender.\n9) Tambahkan kecap manis, gula dan penyedap rasa.\n10) Aduk-aduk sampe agak mengental kemudian tes rasanya.\n11) Siram bumbu pada sate dan taburi bawang merah, cabe rawit.\n12) Selesai.']",12,84,10,https://cookpad.com/id/resep/2969214-sate-kambing-bumbu-kacang
3861,Nasi Goreng kambing a La pawon naylee,nasi goreng kambing a la pawon naylee,kambing,"['1 piring munjung nasi putih', '2 butir telur ayam ukuran besar', '250 gram daging kambing iris sesuai selera dan rebus', 'secukupnya saus pedas', 'secukupnya saus tomat', 'secukupnya kecap manis', 'bumbu halus', '3 cabai merah keriting', '2 siung bawang putih ukuran besar', '4 bawang merah', 'secukupnya garam halus', 'secukupnya lada bubuk', 'secukupnya gula pasir', 'secukupnya kaldu bubuk rasa ayam (opsional)', 'secukupnya minyak goreng']","['piring munjung nasi putih', 'telur ayam', 'daging kambing', 'saus pedas', 'saus tomat', 'kecap manis', 'bumbu', 'cabai merah keriting', 'bawang putih', 'bawang merah', 'garam', 'lada', 'gula pasir', 'kaldu bubuk ayam', 'minyak']",piring munjung nasi putih telur ayam daging kambing saus pedas saus tomat kecap manis bumbu cabai merah keriting bawang putih bawang merah garam lada gula pasir kaldu bubuk ayam minyak,"['1) Ulet halus cabai, duo bawang, garam, gula, lada bubuk, dan kaldu bubuk jadi 1. Sisihkan.\n2) Panaskan minyak goreng secukupnya, goreng telur buat orak arik. Sisihkan.\n3) Tumis bumbu halus sebentar, masukkan telur orak arik tumis rata.\n4) Masukkan irisan daging kambing muda yang sudah direbus dan ditiriskan airnya ke dalam tumisan bumbu dan telur orak arik. Tumis kembali hingga semua tercampur rata.\n5) Tambahkan duo saus dan kecap manis ke dalam masakan. Campur rata semuanya. Kemudian masukkan nasi putih ke dalam tumisan bumbu, telur orak arik dan daging kambing tadi. Goreng sampai nasi tercampur rata dengan semua bumbu. Koreksi rasa. Kalau semua sudah pas, matikan kompor.\n6) Sajikan nasi goreng di atas piring saji. Tadaaa... Nasi goreng kambing muda a La pawon naylee siap dinikmati\n7) Selamat mencoba']",7,49,25,https://cookpad.com/id/resep/2980015-nasi-goreng-kambing-a-la-pawon-naylee
3862,Soto Kambing Slow Cooker,soto kambing slow cooker,kambing,"['2 potong kambing bagian paha bawah', '1 liter air', '2 sdm butter atau minyak samin', '2 batang sereh', '2 lembar bay leave atau daun salam', '2 iris jahe, geprek', '3 iris lengkuas, geprek', '4 sdm garlic powder', '7 sdm onion powder', '1/2 sdt kunyit bubuk', '1 sdm lada putih bubuk', '1 sdm jintan', '1/2 sdt pala bubuk', '1/2 sdt kayu manis bubuk', '3 butir cengkeh', '5 butir cardamon atau kapolaga', '1 sdt ketumbar bubuk', '1.5 sdm garam', '1 sdm gula', '1 sdm kecap manis', '2 bungkus santan bubuk', 'Bahan untuk menggoreng daging:', '3 sdm butter', '2 sdm garlic powder', '1 sdm ketumbar bubuk', '1 sdm garam', 'Pelengkap:', '4 buah tomat, potong kotak', '4 batang bawang daun, iris halus', '1/2 ikat daun seledri, iris halus', 'Pickles atau acar timun', 'Bawang goreng', 'Kerupuk atau emping', 'Sambal', 'iris Lemon', 'Kecap manis']","['kambing paha', 'air', 'butter minyak samin', 'serai', 'daun salam', 'jahe', 'lengkuas', 'bawang putih powder', 'onion powder', 'kunyit', 'lada', 'jinten', 'pala', 'kayu manis bubuk', 'cengkeh', 'cardamon kapolaga', 'ketumbar', 'garam', 'gula', 'kecap manis', 'santan bubuk', 'daging', 'butter', 'bawang putih powder', 'ketumbar', 'garam', 'pelengkap', 'tomat', 'bawang daun', 'daun seledri', 'pickles acar timun', 'bawang', 'kerupuk emping', 'sambal', 'lemon', 'kecap manis']",kambing paha air butter minyak samin serai daun salam jahe lengkuas bawang putih powder onion powder kunyit lada jinten pala kayu manis bubuk cengkeh cardamon kapolaga ketumbar garam gula kecap manis santan bubuk daging butter bawang putih powder ketumbar garam pelengkap tomat bawang daun daun seledri pickles acar timun bawang kerupuk emping sambal lemon kecap manis,"['1) Siapkan slow cooker. Nyalakan pada posisi High. Masukkan butter sampai meleleh. Masukkan paha kambing, semua bumbu dan air kecuali santan. Masak selama 5-6 jam atau daging empuk. Setengah jam terakhir masikkan santannya, aduk sesekali agar tidak pecah.\n2) Setelah daging cukup empuk, keluarkan dari slow cooker, dan iris kecil sesuai selera. Lalu goreng menggunakan teflon sebentar saja dengan bumbu untuk menggoreng daging. Sisihkan daging dan masukkan kembali tulangnya ke dalam kuah.\n3) Pindahkan posisi tombol slow cooker ke keep warm. Siapkan bahan pelengkap. Sajikan.\n4) Saran penyajian: siapkan mangkok, masukkan bbrp daging iris, beri irisan tomat, daun bawang dan seledri, terakhir beri kecap sesuai selera. Tuang kuah santan. Beri taburan bawang goreng, sambal dan perasan jeruk lemon. Sajikan soto selagi panas bersama nasi hangat, acar timun dan kerupuk.']",4,360,3,https://cookpad.com/id/resep/2971919-soto-kambing-slow-cooker
3863,Tongseng Kambing khas Yogya,tongseng kambing khas yogya,kambing,"['400-500 gram daging kambing (sudah direbus bentar ngilangin kotoran)', '8 helai kol, iris kasar', '1 buah tomat kecil, potong jd 4', '1 sdt Garam halus', '1/3 sdt penyadap', 'secukupnya Gula merah', 'secukupnya Kecap manis', 'secukupnya minyak', 'secukupnya air bersih', 'Bumbu halus:', '5 siung bawang merah', '4 siung bawang putih', '7 buah cabe rawit merah', '2 cm jahe', 'Bumbu lainnya:', '2 cm lengkuas, geprek', '1 batang sereh, geprek', '2 lembar daun salam', '2 lembar daun jeruk']","['daging kambing direbus bentar ngilangin kotoran', 'kol', 'tomat', 'garam', 'penyadap', 'gula merah', 'kecap manis', 'minyak', 'air', 'bumbu', 'bawang merah', 'bawang putih', 'cabe rawit merah', 'jahe', 'bumbu', 'lengkuas', 'serai', 'daun salam', 'daun jeruk']",daging kambing direbus bentar ngilangin kotoran kol tomat garam penyadap gula merah kecap manis minyak air bumbu bawang merah bawang putih cabe rawit merah jahe bumbu lengkuas serai daun salam daun jeruk,"['1) Panaskan minyak, tumis bumbu halus beserta bumbu lainnya hingga harum/matang lalu masukkan air dan juga dagingnya, lada, garam, penyedap, gula merah, masak hingga daging benar-benar empuk. Jika kuah sudah mengental namun daging belum matang bisa ditambahkan air dan masak hingga empuk baru masukkan kol dan kecap manis.\n2) Terakhir masukkan tomat masak hingga layu, dan tes rasa.\n3) Setelah daging empuk dan kuah pas tingkat kekentalannya, bisa matikan kompor. Dan tongseng kambing khas Yogyakarta siap disajikan dalam wadah saji.']",3,21,65,https://cookpad.com/id/resep/2953503-tongseng-kambing-khas-yogya
3864,Sate Goreng Kambing Bumbu Ngo Hiong,sate goreng kambing bumbu ngo hiong,kambing,"['1 kg daging kambing bagian sampil', '250 gram maras kambing', 'bumbu halus', '10 siung bawang putih', '10 siung bawang merah', '2 sendok makan ketumbar', '4 butir kemiri', '2 sendok makan merica butir', '3 cm kencur', '5 cm lengkuas digeprek', '3 lembar daun salam', '3 lembar daun jeruk', '2 batang serai', '1/2 lirang gula jawa', '1 sendok makan bumbu ngo hiong', 'garam', 'kecap manis', 'air', 'pelengkap', 'kol dirajang halus', 'sesuai selera timun dirajang', 'sambal kecap']","['daging kambing sampil', 'maras kambing', 'bumbu', 'bawang putih', 'bawang merah', 'ketumbar', 'kemiri', 'merica', 'kencur', 'lengkuas', 'daun salam', 'daun jeruk', 'serai', 'lirang gula jawa', 'bumbu ngo hiong', 'garam', 'kecap manis', 'air', 'pelengkap', 'kol dirajang', 'timun dirajang', 'sambal kecap']",daging kambing sampil maras kambing bumbu bawang putih bawang merah ketumbar kemiri merica kencur lengkuas daun salam daun jeruk serai lirang gula jawa bumbu ngo hiong garam kecap manis air pelengkap kol dirajang timun dirajang sambal kecap,['1) Iris daging kambing dan maras\n2) Masukkan daging maras dan bumbu yg dihaluskan ke panci presto tambahkan lengkuas daun salam daun jeruk dan serai serta gula jawa jgn lupa bumbu ngohiong\n3) Masukkan air secukupnya. Nyalakan kompor presto setengah jam\n4) Setelah uap hilang buka tutup panci presto pi dahkan daging ke wajan happy call tambahkan kecap manis garam masak sampai berkaramel dan berbau khas sete\n5) Sajikan bersama kol timun dan sambal kecap'],5,35,4,https://cookpad.com/id/resep/2938595-sate-goreng-kambing-bumbu-ngo-hiong
3865,Tengkleng iga kambing,tengkleng iga kambing,kambing,"['1/2 kg iga kambing', '1 gelas kecil santan kental', 'bumbu halus :', '3 biji bawang putih', '3 biji bawang merah', '1 cm jahe', '1 cm kunyit', '1/2 sdt ketumbar', '1/4 sdt merica', '1 1/2 biji kemiri', '4 biji cabe rawit merah', 'sesuai selera (bs dtmbh/diganti cabe kriting )', 'rempah :', '1 batang serai (geprek)', '1 lbr daun salam', '2 lbr daun jeruk', '1 ruas lengkuas', '2 bh cengkeh', '1/4 btg kayu manis', '1 biji tomat potong jd 4 (bs skip)']","['iga kambing', 'santan kental', 'bumbu', 'bawang putih', 'bawang merah', 'jahe', 'kunyit', 'ketumbar', 'merica', 'kemiri', 'cabe rawit merah', 'bs dtmbh diganti cabe kriting', 'rempah', 'serai', 'daun salam', 'daun jeruk', 'lengkuas', 'cengkeh', 'btg kayu manis', 'tomat bs']",iga kambing santan kental bumbu bawang putih bawang merah jahe kunyit ketumbar merica kemiri cabe rawit merah bs dtmbh diganti cabe kriting rempah serai daun salam daun jeruk lengkuas cengkeh btg kayu manis tomat bs,"['1) Rebus iga kambing,buang airnya,sisihkan\n2) Tumis bumbu halus sampai hampir kekuningan, masukan rempah dan tumis sampai harum\n3) Masukan daging kambing tumis sebentar sampai bumbu rata lalu masukan air secukupnya,bumbui dgn garam,penyedap,gula sesuai selera\n4) Tunggu sampai bumbu meresap dan air berkurang,lalu masukkan santan\n5) Aduk sesekali agar santan tdk pecah,tunggu sampai meresap dan santan menyusut,jangan lp tes rasa\n6) Setelah santan menyusut dan matang,angkat taburi bawang goreng dan selamat menikmati']",6,42,7,https://cookpad.com/id/resep/2930219-tengkleng-iga-kambing
3866,GUle kambing,gule kambing,kambing,"['1 kg daging kambing dan tulang', 'Bumbu halus', '10 bawang putih', '12 bawang merah', '5 ruas kunyit', '3 ruas jahe', '3 sdm ketumbar bubuk', '3 butir cengkeh', '2 batang kayu manis', '2 sdm jinten bubuk', 'Bumbu tambahan', '2 lembar daun salam', '2 lembar daun jeruk', '2 ruas laos geprek', '2 batang serai', 'Gula,garam,penyedap rasa']","['daging kambing tulang', 'bumbu', 'bawang putih', 'bawang merah', 'kunyit', 'jahe', 'ketumbar', 'cengkeh', 'kayu manis', 'jinten', 'bumbu tambahan', 'daun salam', 'daun jeruk', 'laos', 'serai', 'gula', 'garam', 'penyedap']",daging kambing tulang bumbu bawang putih bawang merah kunyit jahe ketumbar cengkeh kayu manis jinten bumbu tambahan daun salam daun jeruk laos serai gula garam penyedap,"['1) Cuci daging kambing,sampai bersih lalu rendam dengan air asam jawa 2sendok makan selama 5 menit lalu rebus sampai empuk\n2) Siapkan bumbu dan haluskan\n3) Lalu tumis sampai harum dan masukkan bumbu tambahan lainnya. Masukkan tumisan ke dalam rebusan daging kambing\n4) Cicipi rasa, tunggu sampai bumbu meresap dan daging empuk. Angkat lalu sajikan dengan sambal kecap dan acar ato krupuk rambak.']",4,5,9,https://cookpad.com/id/resep/2930321-gule-kambing
3867,Gulai tetelan kambing,gulai tetelan kambing,kambing,"['500 gr tulangan kambing', '5 gelas santan dg kekentalan sedang(pke gelas blimbing)', '1 lembar daun kunyit', '3 lembar daun jeruk', '1 batang serai digeprek', '2 cm lengkuas digeprek', '3 cm kayu manis', '2 butir kapulaga ambil isinya', '2 butir cengkeh', '1 buah bunga pekak, optional', 'Secukupnya garam', 'sesuai selera gula', 'bumbu yg dihaluskan:', '1 sdt ketumbar', '¹/² sdt  merica', '4 siung bawang putih', '5 siung bawang merah', '¹/⁴ sdt  jinten', '3 cm kunyit', '2 cm jahe', '3 butir kemiri', 'secuil pala']","['tulangan kambing', 'santan dg kekentalan pke blimbing', 'daun kunyit', 'daun jeruk', 'serai digeprek', 'lengkuas', 'kayu manis', 'kapulaga ambil isinya', 'cengkeh', 'bunga pekak', 'garam', 'gula', 'bumbu dihaluskan', 'ketumbar', 'merica', 'bawang putih', 'bawang merah', 'jinten', 'kunyit', 'jahe', 'kemiri', 'secuil pala']",tulangan kambing santan dg kekentalan pke blimbing daun kunyit daun jeruk serai digeprek lengkuas kayu manis kapulaga ambil isinya cengkeh bunga pekak garam gula bumbu dihaluskan ketumbar merica bawang putih bawang merah jinten kunyit jahe kemiri secuil pala,"['1) Rebus tulang hingga empuk lalu tiriskan\n2) Tumis bumbu halus, lalu tambahkan bumbu lain nya. Tumis hingga harum\n3) Sementara menumis bumbu, tuang santan dipanci\n4) Masukan bumbu tumis ke santan.. Aduk terus hingga mendidih agar santan tdk pecah\n5) Tambahkan gula garam dan kaldu bubuk jika mau\n6) Masak selama kira2 3 mnit.\n7) Jika sudah matang taburi bawang goreng']",7,49,61,https://cookpad.com/id/resep/2929736-gulai-tetelan-kambing
3868,Gule kambing simple,gule kambing simple,kambing,"['1 ekor kambing, uda di pisahkan tulang dan daging', 'bumbu halus:', '30 butir bawang merah', '30 butir bawang putih', '20 buah cabe merah', '20 buah cabe rawit', '5 buah kemiri', '3 buah pala', '4 buah kunir', '4 buah jahe', '3 buah kencur', '1 sdm ketumbar', '1 sdm jintan bubuk', '1 sdm lada bubuk', 'bumbu tambahan :', '15 lembar daun jeruk', '7 lembar daun salam', '5 buah Laos, di geprek', '4 buah santan kara', 'secukupnya gula dan garam', 'minyak goreng secukupnya untuk menumis bumbu halus', '4 buah kayu manis', '5 buah sereh, geprek']","['kambing', 'uda pisahkan tulang daging', 'bumbu', 'bawang merah', 'bawang putih', 'cabe merah', 'cabe rawit', 'kemiri', 'pala', 'kunir', 'jahe', 'kencur', 'ketumbar', 'jinten bubuk', 'lada', 'bumbu tambahan', 'daun jeruk', 'daun salam', 'laos', 'santan kara', 'gula garam', 'minyak menumis bumbu', 'kayu manis', 'serai']",kambing uda pisahkan tulang daging bumbu bawang merah bawang putih cabe merah cabe rawit kemiri pala kunir jahe kencur ketumbar jinten bubuk lada bumbu tambahan daun jeruk daun salam laos santan kara gula garam minyak menumis bumbu kayu manis serai,"['1) Pisahkan daging dan tulang. Rebus tulang dulu selama 45menit sampai empuk. Lalu masukkan daging dan rebus sampai empuk. Selagi direbus tambahkan daun jeruk supaya harum.\n2) Haluskan bumbu halus. Lalu siapkan wajan untuk menumis bumbu. Tumis bumbu sampai Wangi dan matang sempurna.\n3) Setelah daging matang dan empuk. Masukkan bumbu yg telah ditumis tadi. Aduk merata. Tambahkan daun jeruk, daun salam, sereh, kayu manis dan Laos. Lalu aduk merata dan biarkan bumbu merasuk dalam daging.\n4) Biarkan mendidih lama kira2 15-20menit. Lalu tambahkan gula dan garam secukupnya. Aduk rata dan koreksi rasa. Setelah itu masukkan santan dan aduk rata sampai matang, jangan sampai santan pecah. Dan setelah itu siap disajikan dengan nasi hangat dan taburan bawang goreng']",4,65,17,https://cookpad.com/id/resep/2912061-gule-kambing-simple
3869,Sop Iga Kambing Maknyus,sop iga kambing maknyus,kambing,"['1/2 kg iga kambing', '2 ruas kayu manis', '5 butir cengkeh', '1/2 butir biji pala geprek', '1 ruas jahe geprek', '1/2 butir bawang bombay iris', '4 butir bawang merah iris', 'secukupnya garam, masako sapi dan sasa', '1 batang daun bawang seledri iris', 'bumbu halus :', '1 sdm lada butiran', '3 butir bawang putih', '3 butir bawang merah', '2 butir kapulaga', 'secukupnya air untuk merebus', 'sesuai selera bawang merah goreng untuk taburan']","['iga kambing', 'kayu manis', 'cengkeh', 'pala', 'jahe', 'bawang bombai', 'bawang merah', 'garam', 'masako sapi sasa', 'daun bawang seledri', 'bumbu', 'lada butiran', 'bawang putih', 'bawang merah', 'kapulaga', 'air merebus', 'bawang merah taburan']",iga kambing kayu manis cengkeh pala jahe bawang bombai bawang merah garam masako sapi sasa daun bawang seledri bumbu lada butiran bawang putih bawang merah kapulaga air merebus bawang merah taburan,"['1) Didihkan air, masukkan iga kambing. Rebus sebentar lalu buang air rebusannya dan iga di cuci bersih. Masukkan iga dlm presto, tambahkan air secukupnya. Presto selama 30 menit dimulai dari wajan berdesis. Angkat\n2) Tumis bawang bombay dan bawang merah iris, lalu masukkan bumbu halus dan rempah2. Setelah bumbu matang masukan bumbu ke dlm panci rebusan iga, koresi rasa, masukkan daun bawang seledri, angkat bila sudah mendidih. Taburi bawang goreng']",2,30,5,https://cookpad.com/id/resep/2908638-sop-iga-kambing-maknyus
3870,SATE KAMBING Enak,sate kambing enak,kambing,"['Secukupnya daging kambing', '10 sdm Kecap', '5 sdm Minyak', '6 tusuk bambu', 'Untuk sambal :', 'Kecap bango', '10 Bh cabe rawit', '3 Bh bawang merah', '2 Bh tomat merah', 'Sejumput garam', 'Sedikit sasa']","['daging kambing', 'kecap', 'minyak', 'bambu', 'sambal', 'kecap bango', 'cabe rawit', 'bawang merah', 'tomat merah', 'sejumput garam', 'sasa']",daging kambing kecap minyak bambu sambal kecap bango cabe rawit bawang merah tomat merah sejumput garam sasa,"['1) Potong dan cuci daging kambing\n2) Tusuk daging yg sudah di potong dengan tusuk bambu\n3) Satukan minyak dan kecap lalu aduk\n4) Oles daging kambing yg sudah di tusuk dengan campuran minyak dan kecap lalu panggang\n5) Iris cabe rawit, bawang merah, dan tomat, lalu tambahkan kecap, sejumput garam, dan sasa lalu aduk\n6) Jika sate kambing sudah matang angkat, siramkan sambal kecap, dan sajikan dengan hangat\n7) Selamat mencoba...']",7,49,14,https://cookpad.com/id/resep/2908219-sate-kambing-enak
